,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Day,Month,Year
33854,20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,,No,Metropolitian,19,,6,3,2022
33855,26.0,4.7,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,18,,9,3,2022
33856,29.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,,28,3,2022
33857,22.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,,20,3,2022
33858,24.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,,36,,2,4,2022
33859,39.0,5.0,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,,3,4,2022
33860,30.0,4.6,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,32,,28,3,2022
33861,23.0,4.9,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,26,,14,3,2022
33862,20.0,,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,,17,2,2022
33863,25.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16,,14,3,2022
33864,29.0,4.6,Fog,Low,1,Drinks,motorcycle,1.0,No,,29,,20,3,2022
33865,,,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,15,,17,2,2022
33866,23.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,26,,23,3,2022
33867,27.0,4.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,17,,26,3,2022
33868,27.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,,2,3,2022
33869,30.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,,1,3,2022
33870,36.0,4.8,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,30,,23,3,2022
33871,27.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,13,,3,3,2022
33872,39.0,4.7,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41,,25,3,2022
33873,36.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,,6,3,2022
33874,33.0,4.4,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,36,,6,4,2022
33875,22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,,13,2,2022
33876,38.0,4.6,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,,21,3,2022
33877,23.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,,7,3,2022
33878,23.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,,6,3,2022
33879,32.0,3.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,34,,18,3,2022
33880,38.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,Yes,Metropolitian,44,,6,3,2022
33881,29.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,,3,4,2022
33882,31.0,4.3,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,,27,3,2022
33883,32.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,,8,3,2022
33884,39.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,19,,17,2,2022
33885,32.0,4.9,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,24,,30,3,2022
33886,20.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,16,,11,3,2022
33887,,,,,3,Drinks,electric_scooter,1.0,No,Urban,39,,14,2,2022
33888,28.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,,21,3,2022
33889,26.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,26,,5,3,2022
33890,36.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,,6,4,2022
33891,23.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,17,,28,3,2022
33892,33.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,18,,4,4,2022
33893,20.0,4.9,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,,12,3,2022
33894,21.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,24,,4,4,2022
33895,20.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,,17,2,2022
33896,24.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,,19,3,2022
33897,24.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,,5,4,2022
33898,38.0,4.8,Sandstorms,High,0,Snack,motorcycle,3.0,No,Semi-Urban,49,,26,3,2022
33899,38.0,4.8,Sunny,Low,2,Buffet,scooter,,No,Metropolitian,19,,26,3,2022
33900,39.0,4.4,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,,4,4,2022
33901,26.0,4.3,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,,1,4,2022
33902,29.0,5.0,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,15,,16,3,2022
33903,28.0,4.9,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,,15,3,2022
33904,22.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,,30,3,2022
33905,37.0,4.1,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,,30,3,2022
33906,25.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,,14,2,2022
33907,33.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,,15,3,2022
33908,25.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,21,,8,3,2022
33909,24.0,4.5,Stormy,High,2,Meal,motorcycle,1.0,No,Urban,23,,3,4,2022
33910,27.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,,2,3,2022
33911,24.0,5.0,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,,27,3,2022
33912,26.0,4.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,23,,16,3,2022
33913,39.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,17,,15,3,2022
33914,38.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,25,,11,2,2022
33915,30.0,4.7,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,16,,3,4,2022
33916,32.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,32,,6,3,2022
33917,33.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,,6,4,2022
33918,31.0,4.7,Sunny,High,2,Meal,electric_scooter,1.0,No,Urban,18,,11,3,2022
33919,27.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,,12,3,2022
33920,24.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,,2,3,2022
33921,25.0,4.6,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,,24,3,2022
33922,26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,,26,3,2022
33923,29.0,4.7,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Urban,14,,11,2,2022
33924,37.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,,19,3,2022
33925,22.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,20,,17,3,2022
33926,20.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,,13,3,2022
33927,27.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,,14,2,2022
33928,39.0,4.6,Sunny,Low,1,Buffet,scooter,,No,Metropolitian,20,,31,3,2022
33929,36.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,,30,3,2022
33930,29.0,4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,11,,10,3,2022
33931,36.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,,4,3,2022
33932,27.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,Urban,16,,23,3,2022
33933,28.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,,5,3,2022
33934,36.0,4.2,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,,8,3,2022
33935,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,,17,2,2022
33936,24.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,,2,3,2022
33937,38.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,,28,3,2022
33938,32.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,54,,2,4,2022
33939,30.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,,5,4,2022
33940,27.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,,18,3,2022
33941,23.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,,16,2,2022
33942,35.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,,4,3,2022
33943,30.0,4.8,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,43,,18,3,2022
33944,22.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,,2,3,2022
33945,34.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,,1,4,2022
33946,29.0,4.3,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,,15,3,2022
33947,36.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,,14,2,2022
33948,37.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,38,,23,3,2022
33949,36.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,,11,2,2022
33950,39.0,3.9,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,34,,16,2,2022
33951,20.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,,4,3,2022
33952,35.0,4.2,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,35,,20,3,2022
33953,23.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,,5,4,2022
33954,23.0,5.0,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,,29,3,2022
33955,35.0,4.1,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,33,,17,2,2022
33956,39.0,3.5,Sandstorms,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,34,,18,3,2022
33957,27.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,,11,3,2022
33958,24.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,,27,3,2022
33959,21.0,4.5,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,,1,4,2022
33960,32.0,5.0,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,34,,30,3,2022
33961,39.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,,12,2,2022
33962,24.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,27,,31,3,2022
33963,26.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,16,,3,3,2022
33964,35.0,4.8,Sunny,High,0,Snack,motorcycle,0.0,No,Urban,20,,13,3,2022
33965,,,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,,1,3,2022
33966,20.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,,8,3,2022
33967,31.0,4.8,Sandstorms,High,2,Meal,electric_scooter,0.0,No,Metropolitian,25,,5,4,2022
33968,23.0,4.9,Windy,High,1,Snack,motorcycle,1.0,No,Urban,19,,5,3,2022
33969,30.0,4.0,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,31,,28,3,2022
33970,23.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,12,,7,3,2022
33971,30.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,18,,26,3,2022
33972,20.0,4.6,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,,2,4,2022
33973,24.0,5.0,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Urban,16,,27,3,2022
33974,31.0,3.8,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,,14,3,2022
33975,31.0,4.8,Stormy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,27,,17,3,2022
33976,26.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,,9,3,2022
33977,34.0,3.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,37,,14,2,2022
33978,22.0,4.8,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,13,,3,3,2022
33979,30.0,5.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,,30,3,2022
33980,,,,,3,Meal,scooter,0.0,No,Urban,25,,2,4,2022
33981,34.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,,15,3,2022
33982,22.0,4.5,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,14,,7,3,2022
33983,35.0,4.9,Cloudy,High,0,Buffet,motorcycle,0.0,No,,32,,28,3,2022
33984,38.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,45,,2,4,2022
33985,22.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,,3,3,2022
33986,37.0,5.0,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Urban,41,,6,3,2022
33987,33.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,15,,26,3,2022
33988,25.0,5.0,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,18,,1,3,2022
33989,30.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,,9,3,2022
33990,31.0,5.0,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,,30,3,2022
33991,24.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,42,,12,2,2022
33992,29.0,4.8,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,11,,1,4,2022
33993,24.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,21,,30,3,2022
33994,27.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,,6,3,2022
33995,31.0,3.8,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,,16,2,2022
33996,33.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,,11,3,2022
33997,31.0,3.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37,,2,4,2022
33998,30.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,,1,3,2022
33999,35.0,4.5,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,,17,3,2022
34000,29.0,4.6,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,14,,24,3,2022
34001,33.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,,26,3,2022
34002,22.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,,21,3,2022
34003,22.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,,15,,12,3,2022
34004,37.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,22,,28,3,2022
34005,33.0,4.8,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,32,,11,2,2022
34006,34.0,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,,25,3,2022
34007,30.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,33,,19,3,2022
34008,20.0,4.5,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,,29,3,2022
34009,27.0,4.5,Fog,Medium,1,Snack,scooter,1.0,No,Urban,25,,27,3,2022
34010,21.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,,26,3,2022
34011,33.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,19,,5,3,2022
34012,32.0,4.5,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,,18,3,2022
34013,36.0,4.6,Fog,Medium,2,Drinks,motorcycle,0.0,No,Urban,19,,11,2,2022
34014,39.0,4.9,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,23,,6,4,2022
34015,30.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,,23,3,2022
34016,31.0,4.3,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,39,,19,3,2022
34017,,,,,1,Buffet,motorcycle,,No,Metropolitian,28,,29,3,2022
34018,35.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33,,1,4,2022
34019,39.0,4.1,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,45,,14,3,2022
34020,36.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,,17,2,2022
34021,23.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,,1,4,2022
34022,22.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Urban,17,,28,3,2022
34023,28.0,4.7,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,16,,2,4,2022
34024,20.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,23,,11,3,2022
34025,33.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,,24,3,2022
34026,34.0,4.9,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,,14,3,2022
34027,36.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,,5,3,2022
34028,22.0,3.1,Sunny,Low,2,Meal,motorcycle,1.0,Yes,Metropolitian,42,,25,3,2022
34029,22.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,,2,4,2022
34030,37.0,4.2,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,,4,3,2022
34031,33.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,,21,3,2022
34032,25.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,23,,19,3,2022
34033,39.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,,14,3,2022
34034,29.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,,4,3,2022
34035,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,41,,10,3,2022
34036,35.0,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,28,,14,2,2022
34037,34.0,4.0,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,42,,6,4,2022
34038,39.0,4.7,Cloudy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,39,,4,4,2022
34039,24.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,,8,3,2022
34040,25.0,4.9,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,17,,19,3,2022
34041,21.0,4.6,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,24,,7,3,2022
34042,29.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,,15,2,2022
34043,38.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,,6,4,2022
34044,23.0,4.7,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,,31,3,2022
34045,24.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,,2,4,2022
34046,25.0,4.1,Fog,High,2,Meal,scooter,0.0,No,Metropolitian,33,,13,3,2022
34047,,,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,,2,4,2022
34048,31.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,,7,3,2022
34049,39.0,4.5,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,22,,8,3,2022
34050,27.0,5.0,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,20,,3,4,2022
34051,29.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,,17,2,2022
34052,21.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,,3,3,2022
34053,21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,,17,2,2022
34054,32.0,5.0,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29,,2,3,2022
34055,31.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,,11,3,2022
34056,28.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,,18,2,2022
34057,27.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Urban,18,,1,4,2022
34058,28.0,4.6,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,,26,3,2022
34059,37.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,,12,3,2022
34060,39.0,5.0,Sandstorms,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,,5,3,2022
34061,,,,,3,Snack,motorcycle,1.0,No,,19,,17,3,2022
34062,35.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,25,,2,4,2022
34063,35.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,,3,3,2022
34064,31.0,4.1,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,36,,21,3,2022
34065,20.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,20,,25,3,2022
34066,35.0,4.9,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,,16,3,2022
34067,36.0,4.5,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,25,,2,4,2022
34068,29.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,,5,4,2022
34069,,,Fog,Jam,1,Meal,scooter,1.0,No,Urban,36,,27,3,2022
34070,31.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,,20,3,2022
34071,20.0,4.7,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Urban,27,,8,3,2022
34072,28.0,4.6,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,,14,3,2022
34073,37.0,4.9,Sunny,Medium,2,Meal,scooter,,No,Metropolitian,17,,21,3,2022
34074,36.0,4.6,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,30,,7,3,2022
34075,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,,6,4,2022
34076,24.0,4.5,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,29,,21,3,2022
34077,29.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,,13,2,2022
34078,35.0,4.5,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,26,,11,3,2022
34079,31.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,16,,15,2,2022
34080,33.0,5.0,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,,5,3,2022
34081,37.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,46,,29,3,2022
34082,32.0,4.4,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,39,,18,3,2022
34083,32.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,,7,3,2022
34084,,,,,3,Buffet,scooter,0.0,No,Urban,19,,20,3,2022
34085,28.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20,,2,3,2022
34086,38.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,26,,30,3,2022
34087,29.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,,15,,21,3,2022
34088,39.0,4.3,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,31,,4,4,2022
34089,31.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,25,,16,3,2022
34090,37.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,,6,4,2022
34091,31.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,30,,18,3,2022
34092,31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,27,,19,3,2022
34093,21.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,17,,10,3,2022
34094,38.0,4.8,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,,20,3,2022
34095,26.0,4.8,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,,27,3,2022
34096,30.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,,31,3,2022
34097,20.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,37,,8,3,2022
34098,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,,2,3,2022
34099,36.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,,5,4,2022
34100,30.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,,8,3,2022
34101,20.0,4.7,Stormy,Low,1,Meal,scooter,1.0,,Metropolitian,13,,13,2,2022
34102,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,39,,2,3,2022
34103,27.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,,27,3,2022
34104,21.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,,20,3,2022
34105,36.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,,21,3,2022
34106,24.0,4.8,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,12,,5,3,2022
34107,29.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,,17,3,2022
34108,23.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,11,,15,3,2022
34109,29.0,4.5,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,11,,1,4,2022
34110,28.0,4.6,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,35,,19,3,2022
34111,38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,,28,3,2022
34112,32.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,24,,13,3,2022
34113,38.0,4.1,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,31,,21,3,2022
